type,price,beds,bath,propertysqft,state,administrative_area_level_2,locality,sublocality,street_name,latitude,longitude,dist_to_center_km,geo_cluster,density_listings_per_km2
Land for sale,650000,3,2.3738608579684373,2184.207862,"Hollis, NY 11423",United States,New York,Queens County,Queens,40.7175476,-73.7702388,19.877337168353428,4,2.1340767904438493
Co-op for sale,425000,3,2.0,1300.0,"Forest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,40.7379227,-73.8470718,13.68091380159622,6,13.875668271483937
Condo for sale,375000,3,1.0,500.0,"Bayside, NY 11360",New York,Queens County,Queens,Bayside,40.7781488,-73.782075,20.21528991529051,7,5.340007361230047
House for sale,1175000,3,2.0,2250.0,"Rockaway Park, NY 11694",United States,New York,Queens County,Queens,40.57372,-73.8577786,19.888737118149624,16,2.1296049785675546
Co-op for sale,239000,1,1.0,801.0,"Floral Park, NY 11005",New York,Queens County,Queens,Glen Oaks,40.7577991,-73.7159564,24.94492869682012,4,12.812161480283883
Pending,500000,5,3.0,2472.0,"Brooklyn, NY 11219",United States,New York,Kings County,Brooklyn,40.6339137,-73.9982004,8.796396436420471,19,3.1972764215508627
Multi-family home for sale,309000,6,2.0,2184.207862,"Far Rockaway, NY 11691",United States,New York,Queens County,Queens,40.5980695,-73.7632649,24.125447468660756,16,3.1953628241957315
Co-op for sale,385000,2,1.0,2184.207862,"Brooklyn, NY 11220",New York,Kings County,Brooklyn,Sunset Park,40.649346,-74.0086998,7.05944447741656,19,7.461429319530281
Land for sale,2000000,3,2.3738608579684373,2184.207862,"Bronx, NY 10457",United States,New York,Bronx County,The Bronx,40.8492324,-73.8914043,17.979035016349,9,2.1382574899837374
Multi-family home for sale,2499000,5,4.0,1340.0,"Brooklyn, NY 11205",United States,New York,Kings County,Brooklyn,40.6962962,-73.9720502,3.39965347256732,5,1.066718015235602
Condo for sale,399000,1,1.0,616.0,"Elmhurst, NY 11373",New York,Queens County,Queens,Elmhurst,40.7301358,-73.871999,11.456092642082016,6,9.60623188025811
Co-op for sale,335000,2,1.0,745.0,"Jackson Heights, NY 11372",New York,Queens County,Queens,Jackson Heights,40.7517899,-73.88467,11.104565596470025,18,30.96272357735272
Co-op for sale,599000,2,2.0,1350.0,"New York, NY 10128",New York,New York County,New York,Manhattan,40.7868163,-73.9557515,9.254930969698696,0,21.36324536116685
Co-op for sale,500000,2,2.0,2184.207862,"New York, NY 10022",New York,New York County,New York,Manhattan,40.7616461,-73.9701294,6.215664006438308,0,21.35681514725165
House for sale,1299000,4,2.0,2184.207862,"Brooklyn, NY 11204",United States,New York,Kings County,Brooklyn,40.6147583,-73.9849887,11.04486579984154,19,5.327198569551302
Multi-family home for sale,680000,3,2.3738608579684373,2375.0,"Bronx, NY 10466",United States,New York,Bronx County,The Bronx,40.8902197,-73.8385449,24.24607392144362,3,3.209809129334759
House for sale,499000,2,1.0,992.0,"Bronx, NY 10466",United States,New York,Bronx County,The Bronx,40.8960621,-73.8441692,24.511000499284762,3,5.349681882231403
Multi-family home for sale,799000,7,2.0,2296.0,"Bronx, NY 10472",United States,New York,Bronx County,The Bronx,40.8333931,-73.8727914,17.48249658524101,3,1.0689674626448373
House for sale,380000,3,2.3738608579684373,600.0,"Brooklyn, NY 11208",United States,New York,Kings County,Brooklyn,40.6789407,-73.8712984,11.964004858935745,1,6.398387744877794
House for sale,650000,3,2.0,1500.0,"Staten Island, NY 10306",United States,New York,Richmond County,Staten Island,40.5659163,-74.1274652,19.282088332009735,17,4.258573533046355
Condo for sale,1250000,2,2.0,1434.0,"Manhattan, NY 10027",New York,New York County,New York,Manhattan,40.810446,-73.943187,12.077993718389529,14,12.82374169822746
Land for sale,1400000,3,2.3738608579684373,2184.207862,"Bronx, NY 10454",United States,New York,Bronx County,The Bronx,40.8065368,-73.9202661,12.680008609475657,14,2.136968205296801
Contingent,350000,3,2.0,1137.0,"Staten Island, NY 10306",New York,Richmond County,Staten Island,Midland Beach,40.579062,-74.1076165,17.16532170737019,17,4.259209957135109
Co-op for sale,719000,3,2.0,1440.0,"Forest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,40.721289,-73.8403901,13.989355872282127,6,32.01596118501108
Co-op for sale,304900,1,1.0,850.0,"Forest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,40.7254109,-73.8453358,13.612652675378737,6,32.01596118501108
Co-op for sale,369000,1,1.0,900.0,"Bronx, NY 10463",10463,United States,New York,The Bronx,40.8763984,-73.9184692,19.62698034514065,9,17.113809275754143
House for sale,449999,4,3.0,1217.0,"Staten Island, NY 10310",United States,New York,Richmond County,Staten Island,40.6329023,-74.120945,13.149193414790414,13,7.460311650275856
Condo for sale,164999,3,1.0,400.0,"Staten Island, NY 10301",New York,Richmond County,Staten Island,Mid Island,40.6449121,-74.0787385,9.726695982527314,2,6.395510845319805
House for sale,998800,3,4.0,2400.0,"Staten Island, NY 10301",10301,United States,New York,Richmond County,40.618648,-74.1019085,13.230346206458899,2,6.3926382834615625
Co-op for sale,300000,2,1.0,2184.207862,"Bronx, NY 10451",New York,Bronx County,The Bronx,Concourse Village,40.8248699,-73.9229829,14.288752166964205,14,6.41283756901222
Co-op for sale,225000,1,1.0,2184.207862,"Howard Beach, NY 11414",New York,Queens County,Queens,Jamaica,40.6660965,-73.8478793,14.3075681948783,1,12.794856591869246
Multi-family home for sale,1090000,5,3.0,2184.207862,"College Point, NY 11356",United States,New York,Queens County,Queens,40.7922364,-73.8405165,16.502338055446444,7,8.546585158751208
Multi-family home for sale,859000,6,3.0,2184.207862,"Bronx, NY 10456",United States,New York,Bronx County,The Bronx,40.8340749,-73.9113421,15.664787583951993,14,3.206902387934512
Condo for sale,590000,3,1.0,579.0,"New York, NY 10025",New York,New York County,New York,Manhattan,40.7942099,-73.9636725,9.729207601096329,0,21.366462896878023
House for sale,1875000,3,2.0,1496.0,"Brooklyn, NY 11209",United States,New York,Kings County,Brooklyn,40.6246037,-74.0368286,10.145818949324136,19,10.655992204278485
Co-op for sale,590000,2,1.0,800.0,"Brooklyn, NY 11230",New York,Kings County,Brooklyn,Flatbush,40.6311681,-73.9610093,9.838200182455504,5,4.263035228734483
Multi-family home for sale,1400000,6,2.0,1600.0,"Bronx, NY 10458",United States,New York,Bronx County,The Bronx,40.8561226,-73.8873536,18.8086787565168,9,3.207870325771196
Pending,775000,4,2.0,1230.0,"Bellerose, NY 11426",United States,New York,Queens County,Queens,40.7258337,-73.7268795,23.56785230020793,4,3.201596118501108
House for sale,829000,5,4.0,2184.207862,"Jamaica, NY 11433",United States,New York,Queens County,Queens,40.6935674,-73.7855565,18.705324846704514,10,1.0667180152342448
Condo for sale,695000,3,2.0,704.0,"Brooklyn, NY 11238",New York,Kings County,Brooklyn,Clinton Hill,40.6829851,-73.9656007,4.752946302627706,5,2.133115892203155
Condo for sale,285000,1,1.0,613.0,"Staten Island, NY 10305",New York,Richmond County,Staten Island,Shore Acres,40.6109595,-74.060351,12.216949713035854,2,6.392638283469693
Condo for sale,1950000,3,3.0,1300.0,"Manhattan, NY 10028",New York,New York County,New York,Manhattan,40.7770634,-73.9522998,8.457416108675998,0,24.564033861658213
Multi-family home for sale,1788000,6,5.0,2184.207862,"Flushing, NY 11355",United States,New York,Queens County,Queens,40.7494508,-73.8284569,15.505199878814807,6,2.1350391403767737
Co-op for sale,925000,1,1.0,1000.0,"New York, NY 10021",New York,New York County,New York,Manhattan,40.7699425,-73.9583558,7.515627160740484,0,19.221133632502035
Pending,599900,6,4.0,2184.207862,"Staten Island, NY 10301",United States,New York,Richmond County,Staten Island,40.6412495,-74.083228,10.281694808568027,2,5.3295923710930575
Co-op for sale,280000,1,1.0,2184.207862,"Flushing, NY 11355",New York,Queens County,Queens,Flushing,40.7533266,-73.8265256,15.779475987826048,7,16.01520185037523
Condo for sale,569000,2,2.0,2184.207862,"Forest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,40.7332174,-73.8448704,13.76714739235942,6,13.875668271483937
Condo for sale,735000,2,2.0,832.0,"Brooklyn, NY 11207",New York,Kings County,Brooklyn,Bushwick,40.6850765,-73.9107349,8.602380129776622,8,9.599021514914197
Multi-family home for sale,1230000,4,3.0,2184.207862,"Ridgewood, NY 11385",United States,New York,Queens County,Queens,40.700194,-73.8907488,9.815425523576042,8,4.26751265970814
House for sale,2999000,4,2.0,1732.0,"Brooklyn, NY 11204",United States,New York,Kings County,Brooklyn,40.6212043,-73.9908884,10.264430084392808,19,4.262396881716817
House for sale,1250000,3,4.0,3328.0,"Staten Island, NY 10301",United States,New York,Richmond County,Staten Island,40.619844,-74.0889182,12.47992476300463,2,4.261758855641042
Contingent,895000,2,1.0,520.0,"New York, NY 10024",New York,New York County,New York,Manhattan,40.7868879,-73.9805511,8.512566860280298,0,10.681622680583425
House for sale,299000,5,2.0,2184.207862,"Far Rockaway, NY 11691",United States,New York,Queens County,Queens,40.593404,-73.775651,23.534470303916105,16,2.130241882799864
Co-op for sale,465000,2,1.0,2184.207862,"Jackson Heights, NY 11372",United States,New York,Queens County,Queens,40.7483992,-73.8795703,11.364885258969398,18,10.675195701883869
House for sale,968000,3,2.0,2845.0,"Staten Island, NY 10314",United States,New York,Richmond County,Staten Island,40.588988,-74.1530581,18.532484550909846,17,7.454731727201289
Pending,1088888,3,4.0,2550.0,"Howard Beach, NY 11414",United States,New York,Queens County,Queens,40.6520565,-73.8335563,16.033138141578196,1,4.264312886330823
Co-op for sale,140000,3,1.0,507.0,"Bronx, NY 10470",New York,Bronx County,The Bronx,East Bronx,40.8992144,-73.8624103,23.994219682766385,9,8.559491011570245
Condo for sale,680000,2,2.0,847.0,"Elmhurst, NY 11373",New York,Queens County,Queens,Elmhurst,40.7367106,-73.8722089,11.583753430484075,6,9.60623188025811
Pending,245000,2,1.0,2184.207862,"Howard Beach, NY 11414",New York,Queens County,Queens,Howard Beach,40.6641199,-73.85371,13.934707695337256,1,2.1324760986421616
Land for sale,675000,3,2.3738608579684373,2184.207862,"Brooklyn, NY 11235",United States,New York,Kings County,Brooklyn,40.5802632,-73.9638613,15.16019133064779,15,9.584655077842422
Co-op for sale,360000,2,1.0,2184.207862,"New York, NY 10030",New York,New York County,New York,Manhattan,40.8165004,-73.9411037,12.760681901185892,14,12.82374169822746
Multi-family home for sale,1388888,6,3.0,2160.0,"Brooklyn, NY 11235",United States,New York,Kings County,Brooklyn,40.5920325,-73.9491964,14.258144788298582,15,5.325604706999661
House for sale,699000,3,2.0,1296.0,"Brooklyn, NY 11234",United States,New York,Kings County,Brooklyn,40.616513,-73.9172382,13.064539393578633,11,7.4580779973813085
Co-op for sale,259000,1,1.0,750.0,"Brooklyn, NY 11203",New York,Kings County,Brooklyn,Little Haiti,40.6491203,-73.9440658,8.798534028813485,11,5.329592371099837
Condo for sale,1900000,2,2.0,1029.0,"New York, NY 10002",New York,New York County,New York,Manhattan,40.7193408,-73.9856438,1.8634265970497819,12,4.268153580882268
Condo for sale,1650000,3,2.0,1493.0,"New York, NY 10019",New York,New York County,New York,Manhattan,40.7612516,-73.9826113,5.736657340458622,0,14.949770603057138
Co-op for sale,1199000,2,2.0,1000.0,"New York, NY 10075",New York,New York County,New York,Manhattan,40.775154,-73.962097,7.858281006017184,0,17.088023555957886
Multi-family home for sale,1059000,6,3.0,2184.207862,"Brooklyn, NY 11208",United States,New York,Kings County,Brooklyn,40.6830732,-73.8797396,11.145616719850238,1,2.133115892203155
House for sale,899000,4,2.3738608579684373,2184.207862,"Bayside, NY 11361",United States,New York,Queens County,Queens,40.7646585,-73.780903,19.822100801540113,7,8.542726058889793
Multi-family home for sale,2280000,6,5.0,2184.207862,"Flushing, NY 11355",United States,New York,Queens County,Queens,40.7472951,-73.8164494,16.426168668111917,7,4.270078280748115
Multi-family home for sale,1095000,4,4.0,2280.0,"Staten Island, NY 10308",United States,New York,Richmond County,Staten Island,40.5505648,-74.1599018,22.2284384245757,17,5.32242178600499
Pending,1099000,1,1.0,715.0,"Brooklyn, NY 11249",New York,Kings County,Brooklyn,Williamsburg,40.719753,-73.9642643,3.6014586102055017,12,3.201115185665774
House for sale,988000,4,3.0,1552.0,"Flushing, NY 11366",United States,New York,Queens County,Queens,40.7264779,-73.8093514,16.642386343430108,10,6.403192237002216
Co-op for sale,279000,1,1.0,2184.207862,"Rego Park, NY 11374",New York,Queens County,Queens,Rego Park,40.7312899,-73.85773,12.663160924843892,6,26.68397744512747
Multi-family home for sale,2498000,6,6.0,3184.0,"Bayside, NY 11361",United States,New York,Queens County,Queens,40.7644884,-73.7660572,21.016783139794928,7,3.2035222720836725
Co-op for sale,887785,2,2.0,2184.207862,"New York, NY 10044",New York,Queens County,Queens,Flushing,40.7462427,-73.8259167,15.62344132923908,6,2.1350391403767737
Co-op for sale,429000,2,1.0,850.0,"Brooklyn, NY 11209",New York,Kings County,Brooklyn,Bay Ridge,40.6343667,-74.0311335,8.975273255274395,19,18.117899722098507
Multi-family home for sale,869999,5,3.0,2080.0,"Staten Island, NY 10314",United States,New York,Richmond County,Staten Island,40.6005525,-74.1314512,16.363802550568717,13,4.261121150332328
Condo for sale,550000,2,2.0,721.0,"Elmhurst, NY 11373",New York,Queens County,Queens,Elmhurst,40.7301358,-73.871999,11.456092642082016,6,9.60623188025811
Condo for sale,2750000,2,2.0,1856.0,"New York, NY 10075",New York,New York County,New York,Manhattan,40.7730877,-73.9538262,8.01620665898589,0,24.564033861658213
Condo for sale,2099000,3,2.0,1711.0,"Brooklyn, NY 11201",New York,Kings County,Brooklyn,Dumbo,40.7019735,-73.9869044,2.0099906865090698,12,8.535025319405422
Co-op for sale,475000,3,1.0,2184.207862,"Manhattan, NY 10014",New York,New York County,New York,Manhattan,40.7383084,-74.0046097,2.8388271800695755,12,23.481900151712175
Co-op for sale,350000,2,1.0,850.0,"New York, NY 10033",New York,New York County,New York,Manhattan,40.8485417,-73.930871,16.365764317076113,14,1.0691287449905085
Co-op for sale,600000,1,1.0,715.0,"Manhattan, NY 10025",New York,New York County,New York,Manhattan,40.8043692,-73.964408,10.767827462898676,14,10.684841026484005
Contingent,275000,2,1.0,900.0,"Staten Island, NY 10306",New York,Richmond County,Staten Island,New Dorp,40.5735927,-74.1200228,18.225165719713466,17,6.388814935702664
Co-op for sale,1995000,3,3.0,1800.0,"Manhattan, NY 10022",New York,New York County,New York,Manhattan,40.7590132,-73.9612618,6.372962996663052,0,30.96272357739211
House for sale,499000,5,2.0,1760.0,"Bronx, NY 10458",United States,New York,Bronx County,The Bronx,40.8663864,-73.8878945,19.76164519391555,9,5.347257767445488
House for sale,399000,3,2.3738608579684373,1601.0,"Queens, NY 11429",United States,New York,Queens County,Queens,40.7115495,-73.7464296,21.87842859127539,4,4.268153580887699
Condo for sale,615000,2,1.0,733.0,"Queens, NY 11354",United States,New York,Queens County,Queens,40.7654814,-73.8178731,16.897786310402743,7,9.610566816251017
Condo for sale,995000,3,2.0,1175.0,"Manhattan, NY 10030",New York,New York County,New York,Manhattan,40.817538,-73.94614,12.690635141029837,14,12.82374169822746
House for sale,699000,3,2.0,2350.0,"Brooklyn, NY 11234",United States,New York,Kings County,Brooklyn,40.6095856,-73.9253159,13.343067671217211,11,3.195840862749246
Co-op for sale,475000,1,1.0,950.0,"Jackson Heights, NY 11372",New York,Queens County,Queens,Jackson Heights,40.75054,-73.8885096,10.752541317810909,18,30.96272357735272
Multi-family home for sale,1100000,6,3.0,2837.0,"Bronx, NY 10465",United States,New York,Bronx County,The Bronx,40.8343936,-73.8221101,20.556981357604435,3,4.275869850579349
Condo for sale,549000,3,2.0,1092.0,"Staten Island, NY 10314",United States,New York,Richmond County,Staten Island,40.6221107,-74.1499982,15.78589034933172,13,5.327996102146021
Co-op for sale,339000,1,1.0,1085.0,"Brooklyn, NY 11209",New York,Kings County,Brooklyn,Fort Hamilton,40.6171201,-74.0385203,10.987030094160325,19,21.30879427820521
Condo for sale,2375000,2,2.0,986.0,"Queens, NY 11101",United States,New York,Queens County,Queens,40.7478785,-73.9444755,6.4877029409955975,0,6.405117421130321
Condo for sale,1989000,2,2.0,1274.0,"Manhattan, NY 10036",New York,New York County,New York,Manhattan,40.7603978,-73.9919328,5.423726366245907,0,9.610566816263242
House for sale,314000,3,1.0,1572.0,"Brooklyn, NY 11210",United States,New York,Kings County,Brooklyn,40.6362368,-73.939679,10.186317580520804,11,6.394552843093591
Condo for sale,504000,3,2.0,1004.0,"Bronx, NY 10469",New York,Bronx County,The Bronx,East Bronx,40.8688161,-73.8356153,22.510215591906817,3,2.1389031069781956
House for sale,699000,3,2.0,1500.0,"South Ozone Park, NY 11420",United States,New York,Queens County,Queens,40.6785308,-73.8130811,16.70470011182391,10,7.464785702347929
Co-op for sale,1095000,3,2.0,2184.207862,"Manhattan, NY 10038",New York,New York County,New York,Manhattan,40.7093215,-74.003525,0.4394612481341104,12,13.86941614403381
Co-op for sale,289000,1,1.0,2184.207862,"Astoria, NY 11105",New York,Queens County,Queens,Astoria,40.776279,-73.9082925,10.84332144099613,18,11.748016194706103
Co-op for sale,325000,1,1.0,2184.207862,"Queens, NY 11372",New York,Queens County,Queens,Jackson Heights,40.7505078,-73.8851355,11.013496476254002,18,30.96272357735272
